fip,state,pop,x,y,city
81301,CO,23506,-107.861684,37.287388,DURANGO
33149,FL,8854,-80.162475,25.692104,KEY BISCAYNE
33147,FL,49395,-80.236558,25.850675,MIAMI
25024,WV,191,-81.636737,38.141189,BLOOMINGROSE
33142,FL,52262,-80.232023,25.812966,MIAMI
24557,VA,8304,-79.338874,36.969515,GRETNA
33140,FL,13057,-80.127921,25.819505,MIAMI
72838,AR,150,-93.680249,34.888123,GRAVELLY
33135,FL,35425,-80.231746,25.766391,MIAMI
33132,FL,5198,-80.179996,25.786712,MIAMI
33129,FL,10225,-80.201301,25.755926,MIAMI
36523,AL,3897,-88.168276,30.418834,CODEN
33128,FL,6965,-80.208858,25.775612,MIAMI
77384,TX,1635,-95.492392,30.225725,CONROE
72905,AR,224,-94.340521,35.297366,FORT CHAFFEE
57770,SD,5720,-102.598352,43.112401,PINE RIDGE
33122,FL,8,-80.320733,25.7911,MIAMI
57332,SD,888,-97.647489,43.565647,EMERY
54739,WI,3539,-91.675229,44.866973,ELK MOUND
33076,FL,4728,-80.248086,26.291902,POMPANO BEACH
33071,FL,28251,-80.260085,26.243515,POMPANO BEACH
46783,IN,4973,-85.35263,40.960003,ROANOKE
55740,MN,255,-92.906892,47.946475,GHEEN
04547,ME,2085,-69.291604,44.006741,FRIENDSHIP
12969,NY,329,-74.134173,44.730791,OWLS HEAD
19809,DE,14285,-75.494592,39.771913,EDGEMOOR
38229,TN,3307,-88.618441,36.211737,GLEASON
33070,FL,6196,-80.521816,25.010788,TAVERNIER
55382,MN,4377,-94.162768,45.346008,SOUTH HAVEN
35148,AL,3066,-87.044545,33.768005,SUMITON
78591,TX,223,-98.519412,26.73364,SANTA ELENA
70507,LA,12074,-92.015962,30.281313,LAFAYETTE
06063,CT,838,-72.982675,41.924873,PLEASANT VALLEY
04217,ME,2775,-70.803685,44.416176,BETHEL
33063,FL,37607,-80.211483,26.249221,MARGATE
33060,FL,32292,-80.12346,26.231529,POMPANO BEACH
75436,TX,1594,-95.23848,33.662691,DETROIT
74832,OK,663,-97.015942,35.805381,CARNEY
73081,OK,894,-97.514424,34.420719,RATLIFF CITY
72428,AR,1330,-90.218172,35.714707,ETOWAH
53119,WI,3129,-88.46742,42.880942,EAGLE
01075,MA,16699,-72.581137,42.237537,SOUTH HADLEY
33054,FL,30405,-80.247004,25.909662,OPA LOCKA
43787,OH,1865,-81.825251,39.561434,PENNSVILLE
33039,FL,6538,-80.390513,25.499088,HOMESTEAD AIR FO
22650,VA,997,-78.387326,38.756374,RILEYVILLE
57580,SD,5111,-99.861907,43.355504,CLEARFIELD
18615,PA,2349,-75.856004,41.466677,FALLS
17815,PA,25338,-76.438379,41.011528,BLOOMSBURG
29849,SC,1241,-81.221292,33.057597,ULMER
05156,VT,9231,-72.477769,43.303433,SPRINGFIELD
33037,FL,12076,-80.406084,25.140214,OCEAN REEF
42729,KY,609,-86.08132,37.314855,CUB RUN
50141,IA,457,-92.926294,41.882904,LAUREL
33035,FL,1727,-80.457153,25.457338,HOMESTEAD
43067,OH,576,-83.364927,40.247321,RAYMOND
33033,FL,25439,-80.438014,25.490576,HOMESTEAD
70452,LA,9228,-89.77315,30.394448,PEARL RIVER
83431,ID,1565,-112.018884,43.672476,LEWISVILLE
28686,NC,64,-81.489649,36.181685,TRIPLETT
33031,FL,5880,-80.507463,25.532314,HOMESTEAD
68789,NE,395,-98.025408,42.494565,WINNETOON
33030,FL,26721,-80.483853,25.476639,HOMESTEAD
71354,LA,2074,-91.734455,31.440287,MONTEREY
33025,FL,24778,-80.271236,25.992061,HOLLYWOOD
65790,MO,1227,-92.044044,36.706822,POTTERSVILLE
33023,FL,54274,-80.216035,25.987516,MIRAMAR
33020,FL,35468,-80.15166,26.016091,HOLLYWOOD
98596,WA,5206,-122.915806,46.494014,WINLOCK
95070,CA,28909,-122.018238,37.272871,SARATOGA
10021,NY,106564,-73.958805,40.768476,NEW YORK
22936,VA,4294,-78.491945,38.157761,EARLYSVILLE
25537,WV,2972,-82.295667,38.477028,LESAGE
71069,LA,1014,-93.988474,32.970079,RODESSA
39156,MS,912,-90.785899,32.486699,REDWOOD
98240,WA,2791,-122.622571,48.937412,CUSTER
79837,TX,915,-105.209902,31.923975,DELL CITY
56511,MN,1083,-95.988136,46.871887,AUDUBON
33015,FL,31171,-80.316545,25.938841,HIALEAH
13061,NY,1100,-75.754255,42.856166,ERIEVILLE
41649,KY,4649,-82.747852,37.563267,HITE
33014,FL,35873,-80.306255,25.896349,HIALEAH
32962,FL,17462,-80.392251,27.588486,VERO BEACH
01611,MA,2510,-71.874971,42.237287,CHERRY VALLEY
32955,FL,20576,-80.73193,28.313441,ROCKLEDGE
18370,PA,838,-75.348278,41.087936,SWIFTWATER
32952,FL,12919,-80.67818,28.328607,MERRITT ISLAND
45812,OH,2394,-83.825011,40.705967,ALGER
63366,MO,28243,-90.720159,38.800101,SAINT PAUL
32937,FL,28921,-80.598671,28.178571,INDIAN HARBOR BE
27897,NC,2164,-77.197782,36.320465,GEORGE
31560,GA,2325,-82.039742,31.516846,SCREVEN
32934,FL,9539,-80.691683,28.136822,EAU GALLIE
78132,TX,6412,-98.167212,29.72939,CANYON LAKE
65305,MO,4222,-93.572514,38.731683,WHITEMAN AFB
03467,NH,1596,-72.435784,42.968999,WESTMORELAND
85542,AZ,4878,-110.37252,33.478874,PERIDOT
07109,NJ,34924,-74.163119,40.79458,BELLEVILLE
40402,KY,1941,-83.959737,37.306965,MOORES CREEK
43758,OH,3127,-81.912746,39.648212,MALTA
36583,AL,327,-88.266828,31.373742,TIBBIE
64490,MO,2110,-94.51779,39.745465,HEMPLE
32926,FL,17930,-80.786969,28.390987,COCOA
37931,TN,17247,-84.120072,35.992363,KNOXVILLE
44319,OH,21902,-81.53468,40.97912,AKRON
16050,PA,491,-79.771069,41.044208,PETROLIA
32922,FL,17316,-80.746455,28.367183,COCOA
46158,IN,18800,-86.364173,39.591469,MOORESVILLE
05735,VT,2897,-73.170797,43.622312,CASTLETON
16353,PA,2293,-79.366332,41.511616,TIONESTA
32909,FL,12028,-80.647327,27.96936,PALM BAY
55106,MN,47905,-93.048817,44.968384,SAINT PAUL
14477,NY,2040,-78.135533,43.334064,KENT
47227,IN,896,-85.643384,38.852629,COMMISKEY
42325,KY,3631,-87.232989,37.342955,BREMEN
63107,MO,23263,-90.21249,38.664522,SAINT LOUIS
26360,WV,454,-80.878899,39.290761,GREENWOOD
58761,ND,1455,-101.554512,48.765814,LORAINE
54143,WI,16297,-87.669684,45.087403,MARINETTE
21117,MD,24913,-76.776934,39.42688,OWINGS MILLS
19154,PA,38023,-74.978052,40.089738,PHILADELPHIA
32901,FL,21138,-80.620015,28.069132,MELBOURNE
68508,NE,13716,-96.700907,40.814503,LINCOLN
46011,IN,17280,-85.725305,40.114577,ANDERSON
26667,WV,263,-81.008868,38.258729,DRENNEN
25535,WV,5928,-82.428707,38.33046,LAVALETTE
32839,FL,33946,-81.408162,28.487102,ORLANDO
32831,FL,1123,-81.191768,28.488229,ORLANDO
28508,NC,2644,-77.851517,35.117647,ALBERTSON
32829,FL,3848,-81.260778,28.484877,ORLANDO
04107,ME,8854,-70.230099,43.601735,CAPE ELIZABETH
52645,IA,3627,-91.398587,40.916055,NEW LONDON
32824,FL,8225,-81.362187,28.393157,ORLANDO
41137,KY,279,-83.043203,38.687785,FIREBRICK
12550,NY,47939,-74.03598,41.517833,MIDDLE HOPE
56650,MN,1092,-94.538166,47.927173,KELLIHER
17237,PA,1601,-77.553676,39.841689,MONT ALTO
85283,AZ,38332,-111.93122,33.366524,TEMPE
18955,PA,1199,-75.32193,40.472166,RICHLANDTOWN
32822,FL,33986,-81.293874,28.504765,VENTURA
32821,FL,9982,-81.466602,28.395724,ORLANDO
51241,IA,2097,-96.42522,43.438673,LARCHWOOD
99518,AK,8116,-149.886571,61.154862,ANCHORAGE
33184,FL,19617,-80.402997,25.757382,MIAMI
32820,FL,2587,-81.110628,28.578256,UNION PARK
37308,TN,2732,-84.961835,35.351968,BIRCHWOOD
78613,TX,22192,-97.817571,30.477165,CEDAR PARK
30650,GA,8855,-83.461781,33.594681,MADISON
32818,FL,26887,-81.484618,28.580147,ORLANDO
70118,LA,40049,-90.123598,29.950352,NEW ORLEANS
19947,DE,11371,-75.393198,38.679006,GEORGETOWN
58104,ND,5170,-96.823846,46.81492,BRIARWOOD
32811,FL,21545,-81.442014,28.516082,ORLO VISTA
32810,FL,23781,-81.425852,28.622183,LOCKHART
01852,MA,33379,-71.298331,42.634413,LOWELL
32809,FL,17602,-81.381751,28.461916,PINE CASTLE
32807,FL,28087,-81.305274,28.544924,AZALEA PARK
62611,IL,1008,-90.363595,39.897927,ARENZVILLE
57720,SD,913,-103.582605,45.574001,BUFFALO
28735,NC,280,-82.306204,35.468723,GERTON
10504,NY,7077,-73.700942,41.136002,ARMONK
32806,FL,25996,-81.356968,28.513958,ORLANDO
58632,ND,290,-103.957545,46.7075,GOLVA
99685,AK,3089,-166.519855,53.887114,UNALASKA
31316,GA,6139,-81.745315,31.770477,LUDOWICI
32804,FL,18087,-81.391955,28.576547,FAIRVILLA
52250,IA,374,-92.001007,41.460998,KINROSS
84333,UT,2556,-111.806922,41.928223,RICHMOND
50654,IA,557,-91.550576,42.50461,MASONVILLE
35774,AL,381,-86.291264,34.740065,TRENTON
30316,GA,34668,-84.333913,33.721686,ATLANTA
95982,CA,3090,-121.756527,39.168114,SUTTER
32801,FL,9275,-81.372668,28.539882,ORLANDO
54114,WI,3395,-88.061265,45.254053,BEAVER
32796,FL,19916,-80.842915,28.627078,TITUSVILLE
03864,NH,1490,-71.112873,43.694506,OSSIPEE
36108,AL,30780,-86.352904,32.341682,MONTGOMERY
32784,FL,7866,-81.671653,28.931443,DONA VISTA
57629,SD,64,-101.795168,45.43696,GLAD VALLEY
32773,FL,19707,-81.282042,28.764385,SANFORD
26753,WV,5929,-78.792006,39.581796,PATTERSON CREEK
32764,FL,2215,-81.156224,28.842617,OSTEEN
40222,KY,19924,-85.611183,38.263825,LYNDON
35976,AL,11234,-86.305463,34.32193,GUNTERSVILLE
77095,TX,24418,-95.648082,29.894115,HOUSTON
32757,FL,15757,-81.645593,28.792787,MOUNT DORA
01080,MA,2425,-72.362352,42.181894,THREE RIVERS
55404,MN,19903,-93.26416,44.960891,MINNEAPOLIS
98024,WA,3213,-121.889646,47.568233,FALL CITY
22801,VA,42027,-78.871438,38.448864,HARRISONBURG
11705,NY,7616,-73.054207,40.744408,BAYPORT
72045,AR,580,-92.090076,35.114176,EL PASO
27525,NC,8242,-78.448618,36.095505,FRANKLINTON
32744,FL,3229,-81.233367,28.980567,LAKE HELEN
37019,TN,425,-86.709482,35.406905,BELFAST
33584,FL,20956,-82.286296,27.992199,SEFFNER
33805,FL,19676,-81.96091,28.072006,LAKELAND
32735,FL,1416,-81.739093,28.886552,GRAND ISLAND
20630,MD,413,-76.473095,38.171875,DRAYDEN
49849,MI,11725,-87.682638,46.490165,NORTH LAKE
17097,PA,1702,-76.709084,40.567511,WICONISCO
32732,FL,3827,-81.11137,28.750299,GENEVA
32730,FL,4815,-81.341837,28.651161,FERN PARK
38391,TN,1760,-88.975892,35.557059,DENMARK
37205,TN,23323,-86.868954,36.111432,NASHVILLE
60457,IL,12894,-87.828893,41.726228,HICKORY HILLS
32724,FL,21715,-81.286341,29.04225,DELAND
82220,WY,209,-104.720277,42.839062,KEELINE
21054,MD,7441,-76.681877,39.04069,GAMBRILLS
32714,FL,29133,-81.408533,28.664983,FOREST CITY
13603,NY,30,-75.791884,44.072122,FORT DRUM
65676,MO,563,-92.605277,36.574924,ISABELLA
27863,NC,1968,-77.957787,35.49289,PIKEVILLE
13167,NY,3369,-76.079747,43.288235,WEST MONROE
32712,FL,20208,-81.513615,28.711976,APOPKA
65787,MO,1542,-92.807456,38.008825,ROACH
05650,VT,746,-72.439829,44.355599,EAST CALAIS
44418,OH,1692,-80.605894,41.334851,FOWLER
37852,TN,2639,-84.590417,36.352693,ROBBINS
32703,FL,34100,-81.485149,28.661865,HUNT CLUB
72846,AR,2905,-93.355157,35.434868,LAMAR
32702,FL,1743,-81.632322,29.021935,ALTOONA
63866,MO,1160,-89.628819,36.508448,MARSTON
51636,IA,387,-95.221653,40.668591,COIN
79404,TX,12158,-101.833263,33.525979,LUBBOCK
32694,FL,1676,-82.160791,29.787096,WALDO
32680,FL,9494,-83.057393,29.624558,OLD TOWN
45426,OH,17853,-84.298283,39.810548,TROTWOOD
32667,FL,2409,-82.279698,29.526029,MICANOPY
58343,ND,100,-99.671274,48.338812,KNOX
32626,FL,7498,-82.880896,29.483243,CHIEFLAND
22013,VA,1568,-77.578843,38.74644,BRISTOW
40422,KY,19483,-84.774696,37.646524,DANVILLE
17011,PA,33023,-76.929111,40.238071,SHIREMANSTOWN
36080,AL,2683,-86.239334,32.690019,TITUS
32619,FL,2446,-82.871106,29.78373,BELL
54968,WI,3101,-89.124913,43.843827,PRINCETON
61771,IL,952,-89.127065,40.722402,SECOR
07656,NJ,8120,-74.039574,41.034349,PARK RIDGE
19492,PA,290,-75.485462,40.281673,ZIEGLERSVILLE
12816,NY,4243,-73.381375,43.046585,CAMBRIDGE
29571,SC,16285,-79.389822,34.156195,MARION
66088,KS,2000,-95.466996,39.34843,VALLEY FALLS
10989,NY,9132,-73.943006,41.118338,VALLEY COTTAGE
32617,FL,6296,-82.126157,29.304785,ANTHONY
98947,WA,2079,-120.747275,46.706331,TIETON
29102,SC,14407,-80.222078,33.667716,PAXVILLE
32615,FL,9414,-82.480531,29.796996,SANTA FE
99747,AK,245,-143.631329,70.042889,KAKTOVIK
61042,IL,793,-89.569513,41.697296,HARMON
33955,FL,5206,-81.954712,26.823981,PUNTA GORDA
72855,AR,5718,-93.726469,35.294149,PARIS
32609,FL,17668,-82.308032,29.70053,GAINESVILLE
63401,MO,20086,-91.38387,39.70636,HANNIBAL
94063,CA,28251,-122.209134,37.481544,REDWOOD CITY
31520,GA,21343,-81.493045,31.169652,GLYNCO
42788,KY,540,-86.039519,37.543765,WHITE MILLS
32580,FL,4964,-86.500914,30.509197,VALPARAISO
32578,FL,25146,-86.41446,30.495771,NICEVILLE
32571,FL,15661,-87.15033,30.616173,PACE
72952,AR,1753,-94.237376,35.539805,RUDY
32568,FL,3604,-87.449628,30.870043,WALNUT HILL
24176,VA,804,-79.686447,37.013111,UNION HALL
49279,MI,1197,-84.075502,41.77928,SAND CREEK
32564,FL,1821,-86.704638,30.72522,HOLT
74883,OK,2181,-96.242082,35.239552,WETUMKA
38128,TN,54198,-89.941314,35.221273,MEMPHIS
32534,FL,12046,-87.279324,30.530065,PENSACOLA
55763,MN,1028,-92.344584,47.341603,MAKINEN
04612,ME,186,-68.35803,44.241543,BERNARD
32508,FL,3688,-87.274945,30.351063,PENSACOLA
56157,MN,1005,-95.923284,44.40322,LYND
65588,MO,2065,-91.312059,37.016869,WINONA
75062,TX,40234,-96.974027,32.847854,IRVING
37763,TN,11002,-84.497054,35.852807,KINGSTON
32503,FL,34491,-87.210432,30.456406,PENSACOLA
47460,IN,10170,-86.77894,39.289067,SPENCER
38677,MS,1902,-89.582742,34.364513,UNIVERSITY
22576,VA,2125,-76.431323,37.684678,WEEMS
28772,NC,2779,-82.818916,35.119695,ROSMAN
32501,FL,16485,-87.224763,30.422282,PENSACOLA
32466,FL,3634,-85.516881,30.326913,YOUNGSTOWN
47424,IN,9014,-86.867549,39.029542,BLOOMFIELD
96130,CA,19347,-120.646442,40.398282,SUSANVILLE
32465,FL,4014,-85.20483,30.093255,WEWAHITCHKA
97486,OR,587,-123.535771,43.374537,UMPQUA
65438,MO,2586,-91.50082,36.947589,BIRCH TREE
78595,TX,3351,-98.562713,26.27197,SULLIVAN CITY
65034,MO,310,-92.784948,38.574391,FORTUNA
04448,ME,1628,-68.669252,45.247813,SEBOEIS
04411,ME,1136,-68.626328,44.901454,BRADLEY
27605,NC,4169,-78.653025,35.790795,RALEIGH
32464,FL,3081,-85.912973,30.874689,WESTVILLE
32462,FL,4111,-85.755286,30.62668,VERNON
01350,MA,97,-72.960156,42.723885,MONROE
32460,FL,6334,-84.933655,30.727619,SNEADS
32456,FL,7490,-85.298787,29.83539,PORT SAINT JOE
60178,IL,13512,-88.692809,41.991117,SYCAMORE
18322,PA,1834,-75.410415,40.930862,BRODHEADSVILLE
32449,FL,297,-85.206467,30.263241,KINARD
54555,WI,5155,-90.404131,45.697463,PHILLIPS
17321,PA,1938,-76.439237,39.751024,FAWN GROVE
15759,PA,2085,-79.02524,40.78135,MARION CENTER
32444,FL,12205,-85.646658,30.236165,LYNN HAVEN
16942,PA,609,-77.353983,41.984765,OSCEOLA
64834,MO,4158,-94.55502,37.179479,CARL JUNCTION
17501,PA,4286,-76.205295,40.157086,AKRON
55733,MN,4102,-92.356918,46.712551,ESKO
39429,MS,19891,-89.799785,31.255877,COLUMBIA
38358,TN,11377,-88.768844,35.925089,MILAN
47849,IN,655,-87.518483,39.212865,FAIRBANKS
39478,MS,448,-89.818343,31.047904,SANDY HOOK
32340,FL,11339,-83.406678,30.480209,MADISON
97501,OR,28708,-122.887011,42.319293,WEST MAIN
34698,FL,15304,-82.779434,28.028382,DUNEDIN
53046,WI,924,-88.163863,43.149651,LANNON
32440,FL,5353,-85.513622,30.942601,GRACEVILLE
99023,WA,921,-117.163711,47.553814,MICA
07206,NJ,23830,-74.192487,40.653207,ELIZABETH
59254,MT,2557,-104.560032,48.778825,PLENTYWOOD
06062,CT,17320,-72.864373,41.672653,PLAINVILLE
32439,FL,744,-86.168441,30.489596,FREEPORT
32438,FL,1869,-85.429272,30.475327,FOUNTAIN
32433,FL,15496,-86.138006,30.751783,DE FUNIAK SPRING
68768,NE,3122,-97.268472,42.040413,PILGER
62666,IL,586,-89.58182,40.096668,MIDDLETOWN
47170,IN,13114,-85.798654,38.688499,SCOTTSBURG
04076,ME,314,-70.828619,43.567353,SHAPLEIGH
43036,OH,708,-83.267142,40.358023,MAGNETIC SPRINGS
17266,PA,1157,-77.408984,40.086042,WALNUT BOTTOM
32428,FL,11248,-85.548646,30.710658,CHIPLEY
25839,WV,175,-81.401758,37.786578,FAIRDALE
01522,MA,2478,-71.87058,42.375519,JEFFERSON
32427,FL,2517,-85.799787,30.796878,CARYVILLE
55725,MN,74,-92.489596,48.259387,CRANE LAKE
48421,MI,6499,-83.381055,43.150334,COLUMBIAVILLE
40962,KY,13727,-83.768291,37.142321,BRIGHT SHADE
59242,MT,7,-104.591805,48.429616,HOMESTEAD
32423,FL,1011,-85.09722,30.951365,BASCOM
32421,FL,3280,-85.17043,30.531882,ALTHA
19520,PA,4592,-75.786563,40.156781,ELVERSON
62906,IL,8151,-89.220684,37.466777,ANNA
27020,NC,4691,-80.813687,36.124248,HAMPTONVILLE
37333,TN,672,-84.320904,35.144894,FARNER
32409,FL,5001,-85.644536,30.310679,SOUTHPORT
32408,FL,9702,-85.763628,30.160859,PANAMA CITY BEAC
16040,PA,1092,-79.821456,41.100894,HILLIARDS
28450,NC,1941,-78.510208,34.339359,LAKE WACCAMAW
32404,FL,30101,-85.576264,30.165291,PANAMA CITY
03031,NH,8998,-71.607536,42.856944,AMHERST
32359,FL,1415,-83.372332,29.673871,STEINHATCHEE
76093,TX,1819,-97.367825,32.253168,RIO VISTA
13634,NY,3753,-76.06499,44.006923,DEXTER
32358,FL,3335,-84.454877,30.071353,SOPCHOPPY
03860,NH,3458,-71.123811,44.033613,NORTH CONWAY
32350,FL,642,-83.340463,30.599703,PINETTA
39439,MS,3416,-88.998052,31.882031,HEIDELBERG
02081,MA,15615,-71.254391,42.144413,WALPOLE
21921,MD,30901,-75.84584,39.626434,ELKTON
42372,KY,1265,-87.273584,37.417687,SACRAMENTO
32331,FL,4107,-83.647397,30.451199,GREENVILLE
80631,CO,53905,-104.704756,40.413968,GARDEN CITY
31569,GA,4508,-81.678313,30.943692,WOODBINE
23959,VA,900,-78.791195,37.092506,PHENIX
29635,SC,960,-82.609256,35.06537,CLEVELAND
32328,FL,2541,-84.8701,29.733906,SAINT GEORGE ISL
03110,NH,12468,-71.52127,42.940307,BEDFORD
32327,FL,10004,-84.320479,30.210831,CRAWFORDVILLE
54935,WI,37093,-88.429149,43.770446,TAYCHEEDAH
32322,FL,2138,-84.635845,29.869205,CARRABELLE
50612,IA,694,-92.409788,42.255211,BUCKINGHAM
32321,FL,4078,-84.946558,30.422279,BRISTOL
32320,FL,3859,-85.006264,29.725465,APALACHICOLA
32312,FL,17743,-84.262708,30.518474,TALLAHASSEE
85710,AZ,52679,-110.824046,32.213813,TUCSON
24079,VA,1765,-80.152469,37.055568,COPPER HILL
77571,TX,31556,-95.05721,29.660098,SHOREACRES
32311,FL,17005,-84.186995,30.415625,TALLAHASSEE
18651,PA,11895,-75.948064,41.245798,PLYMOUTH
30557,GA,1601,-83.168553,34.515482,MARTIN
01845,MA,22792,-71.109004,42.682583,NORTH ANDOVER
32310,FL,30379,-84.3298,30.399125,TALLAHASSEE
26626,WV,223,-80.939459,38.610857,GLENDON
35213,AL,13191,-86.742108,33.508195,CRESTLINE HEIGHT
21108,MD,16436,-76.61902,39.104102,MILLERSVILLE
66772,KS,197,-95.154532,37.751725,SAVONBURG
32308,FL,34857,-84.206903,30.507725,TALLAHASSEE
04979,ME,1236,-69.833018,44.967605,SOLON
54961,WI,13037,-88.755428,44.392847,NEW LONDON
12480,NY,593,-74.409084,42.108353,SHANDAKEN
49046,MI,7306,-85.406706,42.514102,DELTON
32303,FL,36053,-84.318946,30.487433,TALLAHASSEE
32266,FL,6816,-81.405123,30.31548,NEPTUNE BEACH
27542,NC,6729,-78.138227,35.607742,KENLY
41777,KY,405,-83.227006,37.043019,BIG ROCK
08853,NJ,9526,-74.71434,40.509551,NESHANIC STATION
78725,TX,2764,-97.624301,30.256186,AUSTIN
05656,VT,3156,-72.671154,44.64204,JOHNSON
80537,CO,24502,-105.09164,40.384917,LOVELAND
32259,FL,6677,-81.621701,30.095578,JACKSONVILLE
12583,NY,1614,-73.902514,42.057945,TIVOLI
47523,IN,3459,-87.006982,38.170638,DALE
23224,VA,32681,-77.471014,37.495512,RICHMOND
27242,NC,1742,-79.630983,35.335957,EAGLE SPRINGS
32256,FL,17293,-81.557139,30.221356,JACKSONVILLE
88301,NM,1288,-105.869617,33.64962,CARRIZOZO
72370,AR,10119,-89.979764,35.701864,OSCEOLA
53581,WI,10306,-90.391378,43.362714,GILLINGHAM
38371,TN,1068,-88.3058,35.438598,SARDIS
32234,FL,5830,-81.978345,30.229562,BALDWIN
32224,FL,2535,-81.440427,30.303076,JACKSONVILLE
14619,NY,19393,-77.6481,43.136685,ROCHESTER
33487,FL,14606,-80.089072,26.409142,HIGHLAND BEACH
32215,FL,0,-81.663142,30.23295,CECIL FIELD NAS
15001,PA,36849,-80.281567,40.604424,MACARTHUR
26815,WV,512,-79.290329,38.52011,SUGAR GROVE
36069,AL,1712,-86.246329,32.067745,RAMER
32211,FL,54199,-81.588248,30.348034,JACKSONVILLE
73551,OK,127,-98.881404,34.352473,HOLLISTER
08802,NJ,2176,-75.01585,40.650175,PATTENBURG
68961,NE,1084,-98.058417,40.209739,NORA
11106,NY,36515,-73.929527,40.760813,ASTORIA
32208,FL,35615,-81.688939,30.393664,JACKSONVILLE
40870,KY,301,-83.201891,36.970968,TOTZ
47556,IN,1317,-86.831593,38.149493,MARIAH HILL
99749,AK,349,-158.152204,67.18026,KIANA
91402,CA,52577,-118.447009,34.226158,PANORAMA CITY
38002,TN,6781,-89.729502,35.275171,ARLINGTON
32205,FL,46463,-81.722034,30.317236,JACKSONVILLE
48207,MI,25703,-83.027101,42.352373,DETROIT
24927,WV,844,-79.885278,38.433659,STONY BOTTOM
18087,PA,690,-75.602293,40.554418,TREXLERTOWN
32202,FL,4724,-81.651672,30.329882,JACKSONVILLE
32190,FL,436,-81.527894,29.320084,SEVILLE
08204,NJ,18084,-74.92624,38.969208,NORTH CAPE MAY
32189,FL,3490,-81.640596,29.559354,SATSUMA
32180,FL,7341,-81.43533,29.222596,PIERSON
67220,KS,9802,-97.275915,37.74548,BEL AIRE
10530,NY,13995,-73.807404,41.019658,HARTSDALE
32179,FL,4385,-81.88569,29.064308,OCKLAWAHA
89425,NV,1039,-117.775458,41.822001,OROVADA
36360,AL,19017,-85.643629,31.439069,OZARK
32174,FL,34477,-81.088216,29.283305,ORMOND BEACH
03038,NH,29556,-71.301971,42.887404,DERRY
32169,FL,9169,-80.888463,29.017196,NEW SMYRNA BEACH
22436,VA,675,-76.915254,37.971255,CARET
71358,LA,621,-91.911384,30.706543,PALMETTO
32140,FL,1475,-81.862224,29.758105,FLORAHOME
64129,MO,12006,-94.49513,39.040093,KANSAS CITY
67856,KS,326,-100.443095,38.102796,KALVESTA
07642,NJ,9771,-74.042625,41.006945,HILLSDALE
48195,MI,30771,-83.199919,42.204434,SOUTHGATE
34606,FL,18190,-82.598084,28.46551,SPRING HILL
62976,IL,663,-89.196801,37.214575,PULASKI
32139,FL,1839,-81.629783,29.403315,GEORGETOWN
78344,TX,508,-98.850108,27.435329,BRUNI
12590,NY,31950,-73.890588,41.592199,NEW HAMBURG
45682,OH,2094,-82.720151,38.819967,SOUTH WEBSTER
80447,CO,1202,-105.860488,40.228862,GRAND LAKE
78063,TX,3187,-98.922118,29.631513,LAKEHILLS
46222,IN,39240,-86.213574,39.788971,INDIANAPOLIS
99789,AK,354,-150.997119,70.192737,NUIQSUT
32132,FL,6690,-80.910344,28.981801,EDGEWATER
25510,WV,2569,-82.068963,38.419831,CULLODEN
66078,KS,650,-95.276444,38.484684,PRINCETON
06243,CT,25,-71.798534,41.848756,EAST KILLINGLY
42714,KY,697,-85.301935,36.708119,BOW
47859,IN,617,-87.178032,39.906216,MARSHALL
32119,FL,36500,-81.022142,29.152526,DUNLAWTON
72331,AR,5009,-90.450261,35.27989,EARLE
32114,FL,34235,-81.037071,29.201168,DAYTONA BEACH
78221,TX,35392,-98.505417,29.330913,SAN ANTONIO
32110,FL,4925,-81.324431,29.45616,BUNNELL
65541,MO,640,-91.727735,37.640757,LENOX
10512,NY,20716,-73.681526,41.443216,CARMEL
32102,FL,2092,-81.539929,29.165031,ASTOR
49268,MI,2289,-83.965679,41.872976,PALMYRA
32087,FL,2270,-82.337741,30.302536,SANDERSON
15760,PA,959,-78.813356,40.65004,MARSTELLER
16341,PA,2211,-79.5685,41.586696,PLEASANTVILLE
27864,NC,5935,-77.691952,35.819611,PINETOPS
58494,ND,376,-100.307159,47.151939,WING
68947,NE,663,-99.057128,40.321743,HILDRETH
16239,PA,1374,-79.130581,41.462237,MARIENVILLE
32063,FL,9749,-82.132475,30.273671,MACCLENNY
41226,KY,354,-82.956105,37.968049,KEATON
25113,WV,145,-81.033506,38.530476,BIG OTTER
43228,OH,37615,-83.123858,39.947876,LINCOLN VILLAGE
12570,NY,3867,-73.678328,41.61936,POUGHQUAG
04463,ME,3091,-68.977098,45.250697,DERBY
28387,NC,11523,-79.395682,35.169747,SOUTHERN PINES
32061,FL,295,-82.538481,30.07544,LULU
32059,FL,1260,-83.284392,30.397863,LEE
11208,NY,78322,-73.873649,40.676191,BROOKLYN
54216,WI,6262,-87.559442,44.440143,KEWAUNEE
32058,FL,4108,-82.105544,30.047164,LAWTEY
53181,WI,6103,-88.257318,42.523173,TWIN LAKES
52583,IA,370,-93.152654,40.758477,PROMISE CITY
95612,CA,1501,-121.556853,38.395963,CLARKSBURG
92621,CA,45577,-117.886742,33.922897,BREA
07105,NJ,38104,-74.156346,40.727086,NEWARK
92243,CA,39246,-115.566508,32.789332,EL CENTRO
76059,TX,5863,-97.32868,32.393659,KEENE
32055,FL,38018,-82.659888,30.165239,LAKE CITY
