fip,state,pop,x,y,city
99927,AK,426,-133.376372,56.307858,POINT BAKER
99925,AK,851,-133.055503,55.552611,KLAWOCK
99919,AK,744,-132.513815,55.66086,THORNE BAY
99901,AK,13886,-131.683175,55.372028,KETCHIKAN
99840,AK,692,-135.301794,59.468471,SKAGWAY
99833,AK,4253,-133.160683,56.827134,PETERSBURG
99827,AK,2246,-135.542032,59.251886,HAINES
99826,AK,258,-135.761542,58.42835,GUSTAVUS
99824,AK,1802,-134.395041,58.275597,DOUGLAS
99820,AK,1002,-134.371052,57.569832,ANGOON
99801,AK,24947,-134.529429,58.362767,JUNEAU
99786,AK,8,-156.455652,67.46951,AMBLER
99785,AK,198,-166.478578,65.334187,BREVIG MISSION
99782,AK,492,-160.012532,70.620064,WAINWRIGHT
99780,AK,1805,-142.523046,63.435022,BORDER
99778,AK,260,-166.3833,65.240164,TELLER
99777,AK,345,-152.103747,65.156483,TANANA
99772,AK,456,-166.137276,66.230562,SHISHMAREF
99770,AK,0,-158.534287,65.713537,SELAWIK
99769,AK,519,-170.470908,63.679737,SAVOONGA
99768,AK,172,-155.503872,64.720062,RUBY
99765,AK,492,-157.991353,64.778024,NULATO
99761,AK,395,-160.509453,66.97553,NOATAK
99760,AK,393,-149.086744,64.557656,NENANA
99759,AK,139,-162.906148,69.705626,POINT LAY
99757,AK,32,-152.430081,63.903884,LAKE MINCHUMINA
99752,AK,3347,-162.126493,66.846459,KOTZEBUE
99751,AK,306,-157.066864,66.912253,KOBUK
99750,AK,689,-163.733617,67.665859,KIVALINA
99745,AK,64,-154.26443,66.038246,HUGHES
99744,AK,300,-149.1718,64.300693,ANDERSON
99741,AK,847,-156.797701,64.760784,GALENA
99740,AK,662,-145.306439,66.520744,FORT YUKON
99737,AK,4111,-145.613611,64.005426,DOT LAKE
99730,AK,107,-144.74886,65.468058,CENTRAL
99729,AK,210,-148.89735,63.395458,CANTWELL
99722,AK,107,-145.423115,68.077395,ARCTIC VILLAGE
99721,AK,260,-151.679005,68.11878,ANAKTUVUK PASS
99720,AK,170,-152.712155,66.543197,ALLAKAKET
99712,AK,8141,-147.510479,64.910879,FAIRBANKS
99709,AK,23238,-147.846917,64.85437,FAIRBANKS
99705,AK,14672,-147.369353,64.78049,NORTH POLE
99704,AK,440,-149.139885,64.418121,CLEAR
99701,AK,19316,-147.710431,64.840238,COLDFOOT
99692,AK,3,-167.510656,53.362757,DUTCH HARBOR
99691,AK,109,-154.381247,63.001603,NIKOLAI
99689,AK,705,-139.778858,59.620211,YAKUTAT
99688,AK,1237,-150.188891,61.771511,WILLOW
99686,AK,7049,-146.195628,60.895044,VALDEZ
99682,AK,277,-151.348495,61.117929,TYONEK
99681,AK,889,-165.097464,60.539322,TUNUNAK
99676,AK,1420,-150.110097,62.260516,TALKEETNA
99671,AK,400,-162.227355,63.478468,STEBBINS
99670,AK,929,-156.850289,58.736221,SOUTH NAKNEK
99669,AK,9825,-151.13582,60.481778,SOLDOTNA
99664,AK,3937,-149.39849,60.132874,SEWARD
99662,AK,343,-165.581945,61.845019,SCAMMON BAY
99660,AK,763,-170.293408,57.178697,SAINT PAUL ISLAN
99656,AK,159,-157.195969,61.735389,RED DEVIL
99655,AK,501,-161.874938,59.738057,QUINHAGAK
99653,AK,7,-154.433803,60.636416,PORT ALSWORTH
99650,AK,463,-162.874716,61.946159,PILOT STATION
99647,AK,59,-153.821856,59.92238,PEDRO BAY
99645,AK,12358,-149.065323,61.613814,BUTTE
99639,AK,767,-151.639604,60.010833,NINILCHIK
99638,AK,42,-168.788427,52.988337,NIKOLSKI
99636,AK,586,-157.297205,59.593533,NEW STUYAHOK
99633,AK,0,-156.705405,58.885699,NAKNEK
99632,AK,788,-163.883822,62.158913,MOUNTAIN VILLAGE
99631,AK,1649,-149.255911,60.85852,MOOSE PASS
99626,AK,291,-160.359966,61.51377,LOWER KALSKAG
99625,AK,204,-154.976815,59.371395,LEVELOCK
99622,AK,572,-162.984938,59.881022,KWIGILLINGOK
99620,AK,462,-163.554153,63.029471,KOTLIK
99615,AK,13309,-152.500169,57.781967,AKHIOK
99613,AK,480,-156.641603,58.724264,IGIUGIG
99610,AK,963,-151.28958,60.316365,KASILOF
99602,AK,277,-159.825092,62.192584,HOLY CROSS
99591,AK,138,-169.547257,56.60324,SAINT GEORGE ISL
99589,AK,305,-161.587146,59.085008,GOODNEWS BAY
99586,AK,394,-143.568393,62.654744,SLANA
99578,AK,254,-162.032341,60.215058,EEK
99576,AK,2711,-158.973533,59.059279,KOLIGANEK
99575,AK,1,-158.002483,61.818072,CROOKED CREEK
99573,AK,1389,-144.97793,61.91581,COPPER CENTER
99572,AK,252,-149.823514,60.476692,COOPER LANDING
99569,AK,68,-158.451241,58.84921,CLARKS POINT
99568,AK,133,-151.422628,60.201603,CLAM GULCH
99567,AK,6910,-149.453736,61.409802,CHUGIAK
99561,AK,320,-164.210294,60.153746,CHEFORNAK
99559,AK,7188,-161.824053,60.832389,ATMAUTLUAK
99557,AK,352,-157.758502,61.691648,CHUATHBALUK
99549,AK,119,-158.566367,56.964333,PORT HEIDEN
99517,AK,15192,-149.936111,61.190136,ANCHORAGE
99516,AK,18356,-149.779998,61.10541,ANCHORAGE
99515,AK,17094,-149.897401,61.119381,ANCHORAGE
99506,AK,7907,-149.812667,61.251531,ELMENDORF AFB
99504,AK,32383,-149.74467,61.203696,ANCHORAGE
99501,AK,14436,-149.876077,61.211571,ANCHORAGE
99402,WA,89,-117.001548,46.134318,ASOTIN
99401,WA,141,-117.088316,46.128466,ANATONE
99371,WA,625,-118.286203,46.820912,WASHTUCNA
99361,WA,2138,-118.144734,46.269092,WAITSBURG
99356,WA,172,-120.356611,45.82962,ROOSEVELT
99352,WA,37664,-119.289201,46.283265,RICHLAND
99350,WA,9714,-119.771014,46.223183,PROSSER
99347,WA,2467,-117.599282,46.469838,POMEROY
99345,WA,94,-119.755873,45.991139,PATERSON
99341,WA,1134,-118.706057,46.955954,LIND
99337,WA,25962,-119.138289,46.181387,KENNEWICK
99336,WA,33860,-119.167951,46.210913,KENNEWICK
99328,WA,3373,-117.973791,46.307459,DAYTON
99327,WA,511,-119.107604,46.757333,CUNNINGHAM
99324,WA,6904,-118.385338,46.045723,COLLEGE PLACE
99322,WA,329,-120.104223,45.959687,BICKLETON
99321,WA,315,-119.912074,46.848429,BEVERLY
99301,WA,33988,-119.104387,46.249183,PASCO
99218,WA,11902,-117.4146,47.755648,SPOKANE
99216,WA,18834,-117.219307,47.663389,SPOKANE
99207,WA,46237,-117.374565,47.697712,SPOKANE
99206,WA,29077,-117.258126,47.649588,SPOKANE
99203,WA,20454,-117.404121,47.629443,SPOKANE
99202,WA,17424,-117.380972,47.654741,SPOKANE
99201,WA,9599,-117.436527,47.666485,SPOKANE
99181,WA,1328,-117.760967,48.135114,VALLEY
99180,WA,501,-117.318947,48.295969,USK
99179,WA,433,-117.090756,46.525818,UNIONTOWN
99173,WA,361,-117.873273,47.992737,SPRINGDALE
99171,WA,765,-117.573002,47.075539,SAINT JOHN
99169,WA,2472,-118.395812,47.131528,RITZVILLE
99163,WA,25909,-117.172936,46.735247,PULLMAN
99161,WA,1270,-117.085475,46.907555,PALOUSE
99159,WA,1324,-118.698316,47.339491,ODESSA
99158,WA,764,-117.280326,47.080556,OAKESDALE
99153,WA,729,-117.36332,48.859747,METALINE FALLS
99150,WA,396,-118.623712,48.81862,MALO
99148,WA,1885,-117.632496,48.078393,LOON LAKE
99147,WA,31,-118.481012,47.78204,LINCOLN
99143,WA,1066,-117.770277,46.771684,LACROSSE
99140,WA,255,-118.654731,48.023594,KELLER
99139,WA,1204,-117.404859,48.713023,IONE
99138,WA,1297,-118.355166,48.292411,INCHELIUM
99135,WA,315,-119.104467,47.725631,HARTLINE
99131,WA,60,-118.12989,48.22287,GIFFORD
99130,WA,795,-117.152293,46.994639,GARFIELD
99129,WA,515,-118.215906,47.979746,FRUITLAND
99128,WA,355,-117.076327,47.084742,FARMINGTON
99122,WA,2383,-118.166657,47.680855,DAVENPORT
99119,WA,439,-117.329464,48.391513,CUSICK
99118,WA,986,-118.645182,48.910775,CURLEW
99117,WA,527,-118.530656,47.797681,CRESTON
99115,WA,1013,-119.27582,47.596571,COULEE CITY
99114,WA,8805,-117.864463,48.57799,COLVILLE
99614,AK,470,-164.101013,59.923204,KIPNUK
99113,WA,650,-117.169243,46.590098,COLTON
99110,WA,1621,-117.574021,47.955206,CLAYTON
99109,WA,5239,-117.77539,48.287585,CHEWELAH
99107,WA,782,-118.19906,48.691919,BOYDS
99101,WA,1226,-117.892383,48.44769,ADDY
99040,WA,488,-117.985646,47.86974,WELLPINIT
99039,WA,166,-117.233108,47.335393,WAVERLY
99037,WA,8397,-117.197706,47.642103,VERADALE
99036,WA,698,-117.268601,47.529176,VALLEYFORD
99033,WA,950,-117.081919,47.227081,TEKOA
99030,WA,844,-117.131842,47.452804,ROCKFORD
99029,WA,1072,-117.866264,47.705407,REARDAN
99026,WA,4872,-117.589359,47.801945,NINE MILE FALLS
99025,WA,3092,-117.064041,47.727371,NEWMAN LAKE
99021,WA,5903,-117.311716,47.793268,MEAD
99019,WA,2372,-117.083808,47.651672,LIBERTY LAKE
99018,WA,477,-117.16884,47.303815,LATAH
99017,WA,317,-117.830239,47.17304,LAMONT
99013,WA,790,-117.811858,47.916873,FORD
99011,WA,4854,-117.643746,47.613068,FAIRCHILD AIR FO
99009,WA,2386,-117.296253,48.020523,ELK
99008,WA,379,-117.907095,47.537896,EDWALL
99006,WA,7287,-117.443559,47.948615,DEER PARK
98953,WA,5266,-120.266161,46.415777,ZILLAH
98952,WA,1941,-120.745317,46.371558,WHITE SWAN
98951,WA,10262,-120.426484,46.45066,WAPATO
98948,WA,11101,-120.330534,46.375123,TOPPENISH
98946,WA,1082,-120.678557,47.017785,THORP
98936,WA,4194,-120.368463,46.554205,MOXEE
98935,WA,3586,-120.015141,46.212082,MABTON
98908,WA,27078,-120.605175,46.605865,WIDE HOLLOW
98902,WA,39091,-120.531084,46.593393,YAKIMA
98862,WA,1263,-120.180468,48.475607,WINTHROP
98859,WA,325,-118.946947,48.822449,WAUCONDA
98858,WA,1717,-119.988743,47.62951,WATERVILLE
98857,WA,2678,-119.053932,46.97697,WARDEN
98856,WA,1938,-120.135035,48.363231,TWISP
98855,WA,4921,-119.394252,48.71944,TONASKET
98852,WA,124,-120.755185,48.298034,STEHEKIN
98851,WA,2482,-119.485962,47.383034,SOAP LAKE
98850,WA,1336,-120.137794,47.370558,ROCK ISLAND
98844,WA,3283,-119.403236,48.939681,OROVILLE
98843,WA,1424,-120.172143,47.696928,ORONDO
98841,WA,6059,-119.527156,48.414347,OMAK
98840,WA,3782,-119.604563,48.351328,OKANOGAN
98834,WA,623,-120.0059,48.09001,METHOW
98833,WA,115,-120.38796,48.597728,MAZAMA
98832,WA,856,-119.090897,47.320929,MARLIN
98830,WA,960,-119.405315,47.902136,MANSFIELD
98828,WA,1633,-120.208562,47.355306,MALAGA
98827,WA,329,-119.642675,48.869627,LOOMIS
98826,WA,4288,-120.674792,47.6438,LEAVENWORTH
98823,WA,8779,-119.533582,47.277051,EPHRATA
98822,WA,1507,-120.276031,47.705653,ENTIAT
98816,WA,4949,-120.027306,47.848263,CHELAN
98814,WA,332,-120.10551,48.252615,CARLTON
98685,WA,13972,-122.682474,45.707313,FELIDA
98675,WA,3295,-122.427545,45.862247,YACOLT
98674,WA,6266,-122.71256,45.921859,WOODLAND
98671,WA,10873,-122.310396,45.595921,WASHOUGAL
98670,WA,442,-121.148586,45.815567,WAHKIACUS
98665,WA,16488,-122.664223,45.68217,HAZEL DELL
98664,WA,17179,-122.576741,45.623086,VANCOUVER
98663,WA,13198,-122.660385,45.6514,VANCOUVER
98662,WA,17842,-122.576182,45.674519,ORCHARDS
98647,WA,361,-123.43316,46.295186,SKAMOKAWA
98645,WA,927,-122.764886,46.316322,SILVERLAKE
98638,WA,2177,-123.804381,46.352758,NASELLE
98631,WA,3648,-124.047041,46.377369,LONG BEACH
98626,WA,20593,-122.886994,46.148491,KELSO
98625,WA,3627,-122.816588,46.011229,KALAMA
98624,WA,1210,-124.02822,46.314214,ILWACO
98621,WA,209,-123.588845,46.353481,GRAYS RIVER
98612,WA,2114,-123.362716,46.195383,CATHLAMET
98611,WA,8455,-122.9139,46.278291,CASTLE ROCK
98610,WA,2009,-121.835138,45.749332,CARSON
98607,WA,12058,-122.414231,45.605772,CAMAS
98606,WA,6663,-122.484342,45.730432,BRUSH PRAIRIE
98605,WA,954,-121.175778,45.6341,COOK
98604,WA,16072,-122.531845,45.790667,BATTLE GROUND
98602,WA,13,-121.148618,45.909041,APPLETON
99502,AK,15891,-150.093943,61.096163,ANCHORAGE
98597,WA,9553,-122.588049,46.920589,YELM
98593,WA,523,-122.958493,46.398505,VADER
98587,WA,851,-124.2827,47.340711,TAHOLAH
98586,WA,2575,-123.820315,46.6544,SOUTH BEND
98584,WA,19074,-123.072862,47.20863,SHELTON
98581,WA,330,-123.043134,46.375176,RYDERWOOD
98580,WA,7730,-122.448271,46.956048,ROY
98579,WA,8231,-123.040634,46.819295,ROCHESTER
98577,WA,6144,-123.692889,46.671046,RAYMOND
98571,WA,122,-124.158833,47.198144,PACIFIC BEACH
98569,WA,2307,-124.15323,46.982905,OCEAN CITY
98568,WA,1915,-123.249329,46.843366,OAKVILLE
98562,WA,574,-124.20438,47.222619,MOCLIPS
98560,WA,1716,-123.337638,47.177545,MATLOCK
98557,WA,2644,-123.273301,47.053987,MC CLEARY
98552,WA,1301,-123.971695,47.135632,HUMPTULIPS
98541,WA,7356,-123.39969,47.005813,ELMA
98537,WA,1424,-123.77394,46.953789,COSMOPOLIS
98536,WA,685,-124.13471,47.12535,COPALIS CROSSING
98535,WA,703,-124.135881,47.065044,COPALIS BEACH
98533,WA,796,-122.566005,46.567131,CINEBAR
98532,WA,18065,-122.965764,46.638193,CHEHALIS
98528,WA,2351,-122.822381,47.454956,BEAR CREEK
98503,WA,43492,-122.782665,47.023967,LACEY
98502,WA,40246,-122.95214,47.029828,OLYMPIA
98501,WA,25979,-122.876311,47.012906,OLYMPIA
98499,WA,20970,-122.509074,47.160786,LAKEWOOD CENTER
98498,WA,28193,-122.555357,47.164269,LAKEWOOD CENTER
98466,WA,22719,-122.53503,47.22788,FIRCREST
98465,WA,6919,-122.527272,47.249139,TACOMA
98446,WA,7156,-122.37189,47.14041,PARKLAND
98445,WA,20298,-122.411614,47.133967,PARKLAND
98439,WA,3064,-122.529326,47.122905,LAKEWOOD CENTER
98433,WA,27463,-122.583486,47.100864,FORT LEWIS
98424,WA,5626,-122.350962,47.243632,FIFE
98421,WA,508,-122.401457,47.266373,TACOMA
98408,WA,28753,-122.444381,47.207267,TACOMA
98406,WA,22971,-122.499349,47.26325,TACOMA
98405,WA,23918,-122.46435,47.248351,TACOMA
98404,WA,27135,-122.412625,47.211312,TACOMA
98394,WA,804,-122.773598,47.330921,VAUGHN
98392,WA,1880,-122.557295,47.734303,SUQUAMISH
98383,WA,12276,-122.698054,47.662139,SILVERDALE
98377,WA,2620,-121.855533,46.549195,RANDLE
98376,WA,1592,-122.858304,47.832429,QUILCENE
98374,WA,21982,-122.265248,47.142427,PUYALLUP
98373,WA,23219,-122.321868,47.128363,PUYALLUP
98372,WA,17053,-122.273415,47.204202,PUYALLUP
98371,WA,18207,-122.315097,47.199123,PUYALLUP
98370,WA,20554,-122.627721,47.742278,POULSBO
98368,WA,9870,-122.794457,48.104012,PORT TOWNSEND
98362,WA,30373,-123.438442,48.106489,PORT ANGELES
98360,WA,4493,-122.185978,47.082206,ORTING
98359,WA,3173,-122.574512,47.424088,OLALLA
98358,WA,738,-122.692553,48.04321,NORDLAND
98351,WA,733,-122.756126,47.200737,LONGBRANCH
98349,WA,3373,-122.74273,47.247366,HOME
98340,WA,1256,-122.565509,47.906143,HANSVILLE
98339,WA,2574,-122.768151,48.034531,PORT HADLOCK
98336,WA,657,-122.099014,46.528266,GLENOMA
98335,WA,17299,-122.608377,47.300154,GIG HARBOR
98332,WA,9138,-122.600144,47.3607,GIG HARBOR
98331,WA,6657,-124.398949,47.928732,FORKS
98330,WA,103,-122.150344,46.766607,ELBE
98329,WA,6678,-122.7,47.378579,GIG HARBOR
98325,WA,1191,-122.788323,47.98607,CHIMACUM
98323,WA,495,-122.051339,47.080242,CARBONADO
98321,WA,10153,-122.062098,47.152449,BUCKLEY
98314,WA,708,-122.724354,47.746255,PUGET SOUND NAVA
98312,WA,28858,-122.695786,47.575424,BREMERTON
98310,WA,49057,-122.629913,47.601916,BREMERTON
98305,WA,695,-124.305424,48.067263,BEAVER
98304,WA,339,-121.989791,46.753121,ASHFORD
98303,WA,548,-122.696025,47.15872,ANDERSON ISLAND
98295,WA,2537,-122.207425,48.970763,SUMAS
98292,WA,19288,-122.377978,48.201067,STANWOOD
98290,WA,37327,-122.071562,47.895381,SNOHOMISH
98288,WA,388,-121.371297,47.692158,SKYKOMISH
98284,WA,14902,-122.232943,48.527405,SEDRO WOOLLEY
98283,WA,157,-121.555352,48.470388,ROCKPORT
98281,WA,923,-123.055474,48.987876,POINT ROBERTS
98279,WA,1029,-122.836224,48.655526,OLGA
98278,WA,3434,-122.69005,48.295271,WHIDBEY ISLAND N
98275,WA,10373,-122.301906,47.919896,MUKILTEO
98273,WA,30295,-122.326548,48.416427,MOUNT VERNON
98271,WA,19743,-122.197956,48.096572,MARYSVILLE
98270,WA,19966,-122.156168,48.065639,MARYSVILLE
98264,WA,12896,-122.459153,48.937225,LYNDEN
98262,WA,628,-122.682285,48.712765,LUMMI ISLAND
98260,WA,6036,-122.452992,48.018672,LANGLEY
98258,WA,12728,-122.067153,48.017103,LAKE STEVENS
98257,WA,3154,-122.53134,48.409306,LA CONNER
98252,WA,3634,-121.942752,48.078977,GRANITE FALLS
98250,WA,2508,-123.094717,48.545416,FRIDAY HARBOR
98247,WA,6986,-122.332474,48.90447,EVERSON
98245,WA,2259,-122.937045,48.665554,EASTSOUND
98241,WA,1761,-121.591807,48.249285,DARRINGTON
98236,WA,3242,-122.391588,47.950845,CLINTON
98233,WA,9113,-122.33449,48.478577,BURLINGTON
98232,WA,3245,-122.413438,48.562037,BOW
98230,WA,7057,-122.732327,48.963572,BLAINE
98224,WA,210,-121.44757,47.757787,BARING
98220,WA,471,-122.191391,48.675248,ACME
98205,WA,10083,-122.115759,47.990065,EVERETT
98204,WA,20496,-122.247217,47.901659,EVERETT
98201,WA,26440,-122.200571,47.988431,EVERETT
98199,WA,18360,-122.396357,47.648845,SEATTLE
98198,WA,20550,-122.309559,47.407286,DES MOINES
98188,WA,18001,-122.281159,47.449808,TUKWILA
98168,WA,27990,-122.302376,47.48851,TUKWILA
98155,WA,38296,-122.296305,47.758161,LK FOREST PARK
98146,WA,25963,-122.353989,47.501069,BURIEN
98136,WA,13816,-122.387768,47.539769,SEATTLE
98134,WA,1437,-122.326346,47.590276,SEATTLE
98125,WA,31928,-122.301546,47.717002,SEATTLE
98121,WA,4091,-122.344696,47.615135,SEATTLE
98116,WA,20408,-122.393445,47.574591,SEATTLE
98115,WA,40454,-122.296828,47.684918,SEATTLE
98112,WA,19760,-122.297157,47.630115,SEATTLE
98109,WA,13401,-122.347615,47.633875,SEATTLE
98108,WA,18776,-122.306823,47.547448,TUKWILA
98107,WA,18288,-122.37626,47.67012,SEATTLE
98105,WA,37120,-122.302236,47.663266,SEATTLE
98058,WA,10153,-122.121586,47.446507,RENTON
98051,WA,3778,-121.987897,47.415476,RAVENSDALE
98047,WA,3902,-122.243481,47.266605,PACIFIC
98045,WA,10083,-121.757142,47.475546,NORTH BEND
98043,WA,20059,-122.304036,47.793061,MOUNTLAKE TERRAC
98042,WA,22576,-122.120615,47.368044,KENT
98038,WA,13768,-122.057413,47.384526,MAPLE VALLEY
98037,WA,36995,-122.282139,47.850532,LYNNWOOD
98033,WA,28211,-122.189442,47.678597,KIRKLAND
98027,WA,37255,-122.033517,47.550911,ISSAQUAH
98026,WA,33385,-122.334463,47.823324,EDMONDS
98022,WA,34850,-122.031429,47.266545,ENUMCLAW
98021,WA,18013,-122.224339,47.791806,BOTHELL
98020,WA,17396,-122.366949,47.800693,WOODWAY
98019,WA,7866,-121.936906,47.724987,DUVALL
98014,WA,2808,-121.911095,47.638007,CARNATION
98012,WA,19247,-122.206981,47.848941,MILL CREEK
98011,WA,32985,-122.2159,47.749692,BOTHELL
98006,WA,26775,-122.155179,47.561425,BELLEVUE
98005,WA,14297,-122.166288,47.614961,BELLEVUE
98004,WA,23724,-122.207371,47.619899,BEAUX ARTS
98003,WA,34573,-122.311726,47.3203,FEDERAL WAY
98002,WA,38163,-122.206741,47.30503,AUBURN
98001,WA,22846,-122.270057,47.316339,ALGONA
97920,OR,41,-117.687673,43.992246,WESTFALL
97913,OR,5288,-117.025113,43.860386,NYSSA
97911,OR,83,-118.092118,43.825277,JUNTURA
97910,OR,879,-117.280984,42.880139,JORDAN VALLEY
97908,OR,79,-117.944435,44.300913,IRONSIDE
97906,OR,326,-117.528433,43.873363,HARPER
97904,OR,228,-118.47066,43.864277,DREWSEY
97903,OR,205,-117.590371,44.199396,BROGAN
97901,OR,568,-117.060193,43.653712,ADRIAN
97886,OR,1007,-118.373279,45.807365,WESTON
97885,OR,1250,-117.535727,45.571722,WALLOWA
97884,OR,315,-118.16273,44.449063,UNITY
97876,OR,773,-118.026978,45.507687,SUMMERVILLE
97875,OR,2031,-119.211602,45.785988,STANFIELD
97873,OR,352,-119.057797,44.127704,SENECA
97870,OR,927,-117.301825,44.797013,RICHLAND
97869,OR,1614,-118.695199,44.456977,PRAIRIE CITY
97868,OR,2298,-118.848331,45.422724,PILOT ROCK
97867,OR,571,-117.933666,45.031667,NORTH POWDER
97865,OR,538,-119.112142,44.417095,MOUNT VERNON
97864,OR,410,-119.430164,44.818451,MONUMENT
97862,OR,9723,-118.391172,45.948581,MILTON FREEWATER
97845,OR,1367,-119.105157,44.409977,JOHN DAY
97844,OR,2301,-119.507016,45.88768,IRRIGON
97841,OR,561,-117.954377,45.459908,IMBLER
97837,OR,287,-117.98896,44.641048,HEREFORD
97835,OR,383,-118.722219,45.866541,HELIX
97834,OR,1020,-117.113152,44.895272,HALFWAY
97833,OR,1642,-117.97556,44.877622,HAINES
97828,OR,3201,-117.288808,45.437037,ENTERPRISE
97827,OR,2549,-117.91119,45.594101,ELGIN
97826,OR,648,-119.194904,45.74109,ECHO
97812,OR,708,-120.197148,45.666417,ARLINGTON
97810,OR,609,-118.617582,45.749678,ADAMS
97801,OR,20225,-118.783104,45.660535,PENDLETON
97759,OR,3534,-121.524133,44.307329,BLACK BUTTE RANC
97758,OR,157,-116.900621,44.930529,RILEY
97756,OR,12161,-121.189604,44.27669,REDMOND
97741,OR,8294,-121.134924,44.637579,MADRAS
97739,OR,4815,-121.519445,43.709125,LA PINE
97737,OR,148,-121.886596,43.30759,GILCHRIST
97735,OR,35,-121.08243,43.44615,FORT ROCK
97734,OR,2517,-121.234353,44.481796,CULVER
97733,OR,1848,-121.664813,43.497226,CRESCENT
97731,OR,388,-121.8447,43.124669,DIAMOND LAKE
97707,OR,2881,-121.457871,43.850336,SUNRIVER
97701,OR,29432,-121.293632,44.092788,BEND
97640,OR,1,-121.063254,42.831302,SUMMER LAKE
97636,OR,619,-120.553208,42.703089,PAISLEY
97635,OR,198,-120.28939,42.027759,NEW PINE CREEK
97627,OR,2696,-121.972427,42.175472,KENO
97625,OR,8,-121.642453,42.258141,DAIRY
97623,OR,2753,-121.333558,42.246268,BONANZA
97603,OR,24894,-121.724124,42.191915,KLAMATH FALLS
97544,OR,1854,-123.282877,42.223049,WILLIAMS
97543,OR,927,-123.513861,42.392483,WILDERVILLE
97541,OR,1028,-122.816029,42.686358,TRAIL
97537,OR,6131,-123.158726,42.488889,ROGUE RIVER
97534,OR,247,-123.720898,42.068816,O BRIEN
97531,OR,78,-123.657302,42.209343,KERBY
97530,OR,5723,-123.028098,42.254894,APPLEGATE
97522,OR,1115,-122.563801,42.549243,BUTTE FALLS
97503,OR,7024,-122.82962,42.431919,WHITE CITY
97502,OR,17293,-122.922235,42.389914,CENTRAL POINT
97499,OR,2261,-123.292562,43.60434,YONCALLA
97497,OR,1253,-123.351538,42.655128,SUNNY VALLEY
97496,OR,5971,-123.432481,43.104855,WINSTON
97490,OR,298,-123.589304,44.028194,WALTON
97489,OR,432,-122.629064,44.135163,LEABURG
97488,OR,1040,-122.504429,44.130041,VIDA
97487,OR,6004,-123.35159,44.038235,VENETA
97479,OR,7304,-123.297425,43.390404,SUTHERLIN
97478,OR,27521,-122.917108,44.056056,SPRINGFIELD
97476,OR,412,-124.44093,42.824984,SIXES
97470,OR,41697,-123.366437,43.222726,ROSEBURG
97469,OR,2698,-123.361247,42.938867,RIDDLE
97468,OR,121,-123.89149,43.007909,REMOTE
97467,OR,6723,-124.105476,43.695701,WINCHESTER BAY
97466,OR,953,-124.066441,42.891006,POWERS
97462,OR,3315,-123.355774,43.452968,OAKLAND
97461,OR,1189,-123.456962,44.119509,NOTI
97459,OR,15269,-124.213103,43.432665,NORTH BEND
97457,OR,9453,-123.285054,43.016161,MYRTLE CREEK
97456,OR,2478,-123.32033,44.32446,MONROE
97455,OR,2218,-122.928487,43.945816,PLEASANT HILL
97454,OR,1442,-122.82464,44.206439,MARCOLA
97451,OR,499,-123.247679,43.829044,LORANE
97450,OR,557,-124.441322,42.915386,LANGLOIS
97449,OR,994,-124.162364,43.583306,LAKESIDE
97448,OR,10456,-123.230014,44.198792,JUNCTION CITY
97446,OR,3272,-123.143165,44.271656,HARRISBURG
97444,OR,4760,-124.396072,42.434818,PISTOL RIVER
97443,OR,2905,-122.963846,43.277395,GLIDE
97441,OR,14,-124.143695,43.785736,GARDINER
97439,OR,10063,-124.099303,43.988099,FLORENCE
97438,OR,1581,-122.785904,43.95616,FALL CREEK
97434,OR,225,-122.885796,43.758655,DORENA
97431,OR,2980,-122.842351,43.921691,DEXTER
97430,OR,492,-123.688328,44.145131,GREENLEAF
97429,OR,392,-123.14387,42.981946,DAYS CREEK
97427,OR,317,-122.752417,43.684534,CULP CREEK
97426,OR,6332,-123.02838,43.90583,CRESWELL
97423,OR,8374,-124.201386,43.188413,COQUILLE
97419,OR,1050,-123.371516,44.178206,CHESHIRE
97415,OR,11673,-124.267811,42.064004,HARBOR
97414,OR,121,-124.118924,42.985048,BROADBENT
97412,OR,495,-123.534816,44.196597,BLACHLY
97410,OR,1111,-123.155017,42.844992,AZALEA
98104,WA,9680,-122.325644,47.603631,SEATTLE
97406,OR,126,-124.064769,42.574788,AGNESS
97404,OR,23778,-123.13336,44.100536,EUGENE
97403,OR,11073,-123.061422,44.038534,EUGENE
97401,OR,36277,-123.078757,44.073677,COBURG
97394,OR,3302,-124.035053,44.408497,WALDPORT
97391,OR,5609,-123.930119,44.627082,TOLEDO
97390,OR,523,-123.914861,44.405538,TIDEWATER
97389,OR,1257,-123.110815,44.54973,TANGENT
97386,OR,11237,-122.728561,44.398111,SWEET HOME
97385,OR,2881,-122.800718,44.842523,SUBLIMITY
97383,OR,6808,-122.76241,44.80211,STAYTON
97380,OR,1869,-123.906239,44.731333,SILETZ
97377,OR,1067,-123.106462,44.452951,SHEDD
97376,OR,1845,-124.060708,44.477749,SEAL ROCK
97375,OR,1326,-122.665418,45.022,SCOTTS MILLS
97374,OR,7170,-122.768356,44.716792,SCIO
97370,OR,6879,-123.392271,44.548817,PHILOMATH
97368,OR,2506,-123.933244,45.013755,OTIS
97367,OR,6786,-123.99556,44.968139,LINCOLN CITY
97365,OR,9239,-124.050903,44.648653,NEWPORT
97362,OR,4747,-122.785611,45.073727,MOUNT ANGEL
